Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis
In the House of Madness,6.6,David Hazardous,Nate Farrar,David Claney,"Action, Comedy, Horror",A newlywed couple move into the mansion of the bride's recently dead aunt. Soon strange things begin to happen when the various tenants and servants of the mansion don't want to leave and ...
She Waits,6,Patty Duke,David McCallum,Dorothy McGuire,Horror,»
Muni,4.9,Bianca Desai,Rahul Dev,Raj Kiran,"Comedy, Horror","A chief physician at a large metropolitan hospital is formulating a serum to resurrect recently deceased ""patients"".When his facility comes under inspection from the federal government, the..."
Allegretto,3,Serpil Ozcan,Emre Erturan,Jana Brezková,"Short, Crime, Horror",»
Ferat Vampire,7.1,Jirí Menzel,Dagmar Havlová,Clancy Bundy,"Crime, Horror, Mystery","The relatives of a recently deceased man named Kovac gather at is creepy mansion for the reading of the will. Before the will can be read, however, the relatives began to be murdered one by one."
Fist of Jesus,6.3,David Muñoz,Marc Velasco,Alexander Wraith,"Short, Action, Comedy","A Hitchcockian black comedy in the spirit of 'Rope' and Agatha Christie's 'Ten Little Indians' that begs the question can murder, if done well, be considered art? An art whose medium is one of flesh and bone."
Paranormal Activity Security Squad,4.1,Bianca Brigitte VanDamme,Dawna Lee Heising,Marianna Moen,"Comedy, Horror",A high school girl wrongly branded as the school slut embraces her 'bad reputation' and takes revenge on the kids who have made her life a living hell.
Dance Macabre,6,Robert Englund,Michelle Zeitlin,Irene Ware,"Crime, Horror, Thriller","In 1958 Nebraska 19 year old garbageman Charles Starkweather goes on a murder spree with his 14 year old girlfriend Caril Ann Fugate killing 11 people in three months, introducing America to spree killing."
Chandu the Magician,6.8,Marcel Varnel,Edmund Lowe,Jonathan Banks,"Action, Adventure, Comedy","In New York City, potent strands of bath salts have surfaced and have attracted the most devoted bath salt junkies. A young aspiring chemist has developed an even stronger batch... but something has gone horribly wrong."
Dark Breed,6.2,Jack Scalia,Cindy Ambuehl,Steve Daron,"Action, Horror, Sci-Fi","When a realtor shows an old New York factory building to a group of would-be investors, they are unwittingly caught in its tragic and sinister history."
Ghost Killers,6.5,Drew Rin Varick,Jack Covington III,Masahito Takahashi,"Comedy, Horror",A young woman battles evil when her family's estate is the over run by demons.
Ooru naito rongu: Sanji,7.2,Masashi Endô,Ryôka Yuzuki,Tyler Rossell,"Drama, Horror, Mystery","A murdered woman seeks revenge, possesses her husband's new wife."
Jack Attack,6.6,Antonio Padovan,Helen Rogers,Nina Beagley,"Short, Fantasy, Horror",A man gets possessed by a ghost to take revenge on its murderer
The Woodsman,5.8,Eric Garcia,Julian Guevara,David Hopkins,"Adventure, Horror, Thriller","Mauro Bosque was an adventurer who disappeared into the forest of Belize while filming an episode of his popular web-series, The Woodsman. What happened in those woods was a mystery until ..."
The Squad,5.3,Juan Pablo Barragán,Alejandro Aguilar,Mauricio Navas,"Horror, Thriller",»
The Woman Who Wouldn't Die,6.2,Gary Merrill,Jane Merrow,Georgina Cookson,"Mystery, Thriller, Horror","After losing contact with a military base, a high mountain unit is sent to investigate. Upon arrival, they find only a woman in chains. Isolation and the impossibility of escape serve to undermine the soldiers' judgment."
Dracula: Reborn,3.6,Dani Lennon,Rene Arreola,Linda Bella,Horror,"An astute businesswoman is completely devoted to her faithless husband, who must kill her to carry on with her pretty young niece. It turns out that the dead don't die so easily."
Radio Silence,5.1,Carsten Vauth,Markus Knüfken,Charles Rettinghaus,"Horror, Thriller","A dissatisfied Montreal director of TV commercials is taught to astrally project himself by a mysterious woman. But soon he finds that he does it against his will when he sleeps, and while ..."
The Devil's Church,5.7,Christopher Lee,Julian Glover,Lelia Goldoni,"Short, Horror",»
Anti-Claus,7.4,Brice Armstrong,Laura Bailey,Troy Baker,Horror,"A father hunts with his son, slays a monstrous dragon and is confronted by a corrupt tyrant who forces them into battle."
Theatre of Death,7.2,Trin Miller,Josh Truax,Brian Lewis,"Horror, Mystery, Thriller","The serial killer ""Nachtschlitzer"" keeps the city in breath. The police always one step ahead, only the radio DJ Doc Rock can lure him out of his hiding place"
Depth,3.3,Paul Naschy,Perla Cristal,Verónica Luján,"Horror, Sci-Fi",An evil creature known as the Krampus terrorizes naughty children during the Christmas holiday.
Nightmare at the End of the Hall,3.7,Bambi Allen,Ron Darby,John Dullaghan,"Drama, Horror, Thriller",The Theatre of Death in Paris specialises in horror presentations. A police surgeon finds himself becoming involved in the place through his attraction to one of the performers. When ...
The Lost Treasure of the Grand Canyon,7.6,Ed Sanders,Tom Bott,Montanna Thompson,"Adventure, Fantasy, Horror",»
La furia del Hombre Lobo,5.6,Joe Don Baker,Sondra Locke,Ted Neeley,Horror,"Rayne is ""dhampir,"" born from the unnatural union of vampire and human. Blessed with the powers of a vampire but cursed with the unquenchable thirst for blood and a weakness to sunlight, ..."
Terror at Orgy Castle,4.5,Katie Brayben,Poppy Roe,Fiona Glascott,"Fantasy, Horror",»
Kill or be Killed,6,Madlyn Hall,Michael Jarrod,Ace Marrero,"Drama, Horror, Thriller",A TV adaptation of Wes Craven's 1991 film 'The People Under the Stairs.'
Abigail's Destiny,6.2,Mitchell Edwards,Aron Eisenberg,Christopher McDonald,Horror,A writer teaching at the school she attended encounters a student who seems to be the reincarnation of her dead classmate.
A Perfect Child of Satan,7.6,Lisa Aliff,George Alexandru,Virgil Andriescu,"Short, Horror","Set in the Grand Canyon, a team of Smithsonian researchers have stumbled across a lost walled Aztec city guarded by some evil spirits, including a ""great flying serpent of death."" As days ..."
Northern,4.1,Jenna Bodnar,Lakshmi Menon,Kaali Venkat,"Horror, Sci-Fi, Thriller",»
Gorenos,4.7,Jayam Ravi,James Christopher Crooke,Mister Lobo,Horror,"A man has had a werewolf curse cast upon him. If he doesn't get rid of it, he turns into a killer werewolf when the moon is full."
Playroom,4.9,Morgan Stone Smith,Jeff Harding,Michael Fitzpatrick,"Horror, Thriller",A young couple on a European vacation get mixed up with a countess and a hunchbacked servant at a castle where black masses are held.
Huntress: Spirit of the Night,6,Derek Ford,Óscar Jaenada,Laia Marull,Horror,"Five years after the unusual deaths of a group of teenagers, paranormal investigator Max Archer interviews survivor Matt Swanson who is serving life in prison for the murder of his ..."
Miruthan,3.9,Daniele Liotti,Jeong-eum Hwang,Chang-wook Ji,"Action, Horror",»
Monsters Among Us,6.7,Ah-Jin Choi,Keisuke Toyoshima,Noriko Nakagoshi,"Documentary, Biography, History",Two former Confederate captains set-out to recover diamonds hidden in the mountains of Arkansas but a native spirit named Chikara is said to protect the sacred mountains against intruders.
Blood Tracks,4.7,Takuji Suzuki,Zachary Ramelan,Kelly Michael Stewart,"Horror, Thriller",A woman unwittingly finds herself on a killing spree with her unhinged life coach.
The Valdemar Legacy II: The Forbidden Shadow,3.3,Navin Ramaswaran,Tony Ramos Wright,Lilith Astaroth,"Horror, Mystery","A young teen whose been ravaged and left for dead is saved by a bite to the neck. Ready for revenge and now with new powers that exceed that of a normal vampire, she's destined to hunt those who wrong the weak."
Death Bell 2: Bloody Camp,6.2,Graham King,John Dullaghan,L.G. Allard,Horror,What could possibly go wrong with online dating?
Unholy Women,7.6,John Holmes,Anthony Van Deuren,T.K. Malone,"Horror, Mystery, Thriller","At home everyone can hear you scream / Over 90,000 people disappear each year"
Late Night Double Feature,4.9,Michael Carr,John Aes-Nihil,Katie Lazarus,"Comedy, Horror, Thriller",Miles is haunted by a supernatural entity in the wake of his 18th birthday.
Witch Hunt,3.9,William Lantry,Karine Kerr,Suzi Lorraine,Horror,An archaeologist is haunted by a nightmare in which his family is murdered.
Sex and the Single Vampire,3.5,Tim Burton,Colm Meaney,Angela Featherstone,"Comedy, Horror",A present day erotic horror about an aristocratic woman who inherits her family's castle and with it the werewolf curse.
The Worst of Faces of Death,5.7,Rick the Precious Dove,Manuel Cortez,Thomas Schmieder,"Documentary, Horror",A traffic police officer teams up with his friend and doctors in order to escape a deadly zombie apocalypse in the town and find out the possible antidote to stop it before time runs out.
Shreck,4.7,Melissa Mira,Tim Thomerson,Brooke Lewis,Horror,"Monsters. Ghosts. Zombies. From horror movies to Halloween, we see the creatures that go bump in the night everywhere, but where did they come from? The primal fears of our ancestors fueled..."
The Island of Doctor Agor,4.3,Christopher Atkins,Hector Lopez,Anna Modén,"Animation, Short, Horror",»
Manson Family Movies,4.9,Tino Mewes,Jan-Michael Vincent,Nancy Everhard,Horror,"A film crew producing a rock music video decides to shoot at an abandoned factory above the snow line. When an avalanche strands them, a murderous family living in the factory attacks and kills many of them."
Pinup Dolls on Ice,3.3,Tommy 'Tiny' Lister,Lisa Dean Ryan,Jaimz Woolvett,Horror,Second part of the Valdemar saga. Ana and Eduardo are sent to assist in the investigation of the disappearance of Luisa. In the middle of the road they find Luisa escaping. At the end the three are kidnapped. A gruesome fate awaits.
The Tale of Sweeney Todd,6.4,Ben Kingsley,Campbell Scott,Joanna Lumley,"Crime, Drama, Horror",The fictional tale of the murderous 19th century barber (Ben Kinglsey) who sold his kills to a neighboring butcher (Joanna Lumley) for her renowned meat pies. A young innocent (Selina ...
The Jester,4.5,Bryan Lenis,Anthony J. James,Bryan Lenis,"Short, Action, Drama",»
Rome Against Rome,5.1,John Drew Barrymore,Susy Andersen,Ettore Manni,"Action, Drama, Adventure","When five college kids go on a trip to Camp Red Nose, they are in for a nightmare when the urban legend of ""The Jester"" comes to life."
The Brainiac,4.8,Abel Salazar,Ariadne Welter,David Silva,"Horror, Sci-Fi, Thriller",A fantastic yarn about a plot to conquer the world with an army of zombies!
My Little Sister,4.5,Roberto del Piccolo,Lucia Castellano,Alberto Corba,Horror,"In 1661 Mexico, the Baron Vitelius of Astara is sentenced to be burned alive by the Holy Inquisition of Mexico for witchcraft, necromancy, and other crimes. As he dies, the Baron swears ..."
Panic at Rock Island,7.4,Grant Bowler,Zoe Cramond,Eli Kent,"Drama, Horror, Sci-Fi",»
Call of Duty: Revelations,5.5,Steve Blum,Tom Kane,Malcolm McDowell,"Action, Drama, Horror","A group of friends go against warnings not to camp in the local woods, where a legendary monster named Little Sister is rumored to exist. As they defy all advice, one by one they soon fall victim to a family of deformed killers."
Summer of Fear,6.6,Gregory Harrison,Glynnis O'Connor,Lee Garlington,"Drama, Horror, Mystery",An island on spectacular Sydney Harbour. Summer sun Top international artists. Tens of thousands of music fans from across the world Idyllic... Until unimaginable disaster strikes.
Charlotte's Song,5.3,Iwan Rheon,Katelyn Mager,Brendan Taylor,"Drama, Fantasy, Horror","As the zombies storyline draws to a close, the four original heroes Dempsey, Nikoli, Takeo and Richtofen must stop the evil Shadow Man and his apothicon allies from wreaking havoc on the universe."
Trauma Dolls,5.6,Patricia Schmid,Tess Panzer,Ian Duncan,"Short, Horror, Thriller",The presence of a malicious stranger threatens to destroy the peace and harmony of a vacationing executive's family life.
Blood River,6.6,Andrew Howard,Rolando Breme,Guillermo Callahan,"Horror, Thriller, Western","Done Four Productions' ""Charlotte's Song"" is a dark homage to Hans Christian Andersen's ""The Little Mermaid"" set in the 1930s Dust Bowl, and stars ""Game of Thrones"" baddie Iwan Rheon."
1974: La posesión de Altair,4.1,Diana Bovio,Steve Van Nuffel,Thierry Wybauw,"Horror, Mystery","After a tragic event results in a close brush with death, Bijou, a brilliant girl who's constantly rejected, is going to change into her darkest self and suddenly become a major player."
The Brides,5.1,Ignace Paepe,Sanchita Shetty,Nassar,Horror,"A psychological thriller, which explores the destruction of a young couple's seemingly perfect marriage."
Pizza II: Villa,5.1,Ashok Selvan,Daniel Baldwin,Geoff Brown,"Horror, Thriller","A newlywed couple disappeared in 1974, their 8mm tapes reveal one of the most horrifying events in Mexican history."
Sickness,6.8,Brian O'Halloran,John Armstrong,Dennis Bateman,"Action, Drama, Horror",A writer moves into a mansion and things begin to go bump in the night.
F.E.A.R. 2: Project Origin,3.9,Peter Wyse,Paul Wegener,Firmin Gémier,"Action, Horror, Sci-Fi","When college students sign up for what seems a simple paid research study, they soon realize their lives are in danger. Unfortunately they've unknowingly volunteered their bodies as human collateral in an ongoing U.S. Military experiment."
Until Dawn: Rush of Blood,4.3,Alice Terry,Patrick Rea,Sean van Leijenhorst,"Action, Horror","A young boy from the trailer park can't take another moment of ridicule from his family and peers. With support from his beloved dollies, he sets out for blood."
The Magician,5.8,Daniel B. Iske,Sam Reece,Elyse Brandau,"Drama, Fantasy, Horror","What would you do, how would you survive, if the world as you know it suddenly turned completely insane."
