Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis 
The Tombs,6.6,Zain Afzal,Sheikh Mohammad Ahmed,Hina Jawad,Horror,»
Maya,6.3,Lon Chaney,Gertrude Olmstead,Hallam Cooley,Horror,A short continuously looping animation of six grotesque human figures vomiting.
The Monster,2.8,Simon Phillips,Marc Pickering,Grace Vallorani,"Comedy, Horror, Mystery","Having spent the last three days watching crappy B grade horror films, to catch up on his website movie reviews, Charles attempts to attend his first day of Summer School. All he wants to ..."
The Warning,4.4,Busra Cubukcuoglu,Dogus Gun Demir,Funda Ersin,Horror,»
Alamet-i Kiyamet,5.0,Erina Miyai,Yuki Yoshizawa,Yôko Azusa,Horror,What starts as a night of fun and fright turns into a night of tension and terror when evil spirits of the Damned seize control of the animatronics to wreak havoc on their subjects. ...
Zoom Up: Rape Site,5.4,Hilde De Baerdemaeker,Geert Hunaerts,Veerle Dobbelaere,"Crime, Drama, Horror",»
Alias,4.0,Candi Core,Rauli Ylitalo,Jessica Wolff,"Drama, Horror, Romance","It's based on a true story. A group of friends go to a deserted place for a vacation and get stuck there. While away, they reveal a dark secret from the past and face a curse."
Manhunt,4.8,Rami Rusinen,Rameez Raja,Kaali Venkat,"Short, Horror",A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.
Furrow,3.4,Kalaiyarasan,Paul Conway,William Rowsey,"Action, Horror","We were warned in an ancient Mayan prophecy that the 21st December 2012 would be the beginning of the end, but not how and where this new era would unveil itself. Until now."
Darling 2,3.9,Fiona Horsey,Rachel Mitchem,Oliver Squires,"Comedy, Horror",The movie is actually based upon Roman Polanski's Rosemary's Baby (1968)even though it is not credited.
Lovesick: Sick Love,5.9,Sara Dylan,Grace Johnston,Jason Padgett,"Crime, Horror",
Gnaw,6.3,Henry Kingi Jr.,Andrew Roth,Justin Tully,"Comedy, Horror",
Bloodlines,4.3,Thomas Daniel,Ricky Grover,Eddie Webber,Horror,"Eva is an accidental witness of the death of a young girl, even more: she's got it all on tape. Shortly hereafter she encounters Dieter, a charming young man. These two facts cause a chain ..."
Backwater,4.9,Joshua Whincup,Shigeru Amachi,Beatriz Escudero,"Horror, Mystery, Thriller",»
O31,3.7,Paul Naschy,Steve Drexel,Tracy Olsen,"Crime, Horror, Thriller",
The Beast and the Magic Sword,7.0,Rod Lauren,Coco Martin,Cherry Pie Picache,"Horror, Fantasy",
Terrified,3.1,Kris Aquino,Alaine Huntington,Donald Farmer,Horror,Young farm girl LAURA accidentally releases unspeakable evil lurking in the swamps. It's now up to Laura that will evil raise again.
Feng Shui 2,4.1,Shawn C. Phillips,Tassawan Seneewongse,Siraphan Wattanajinda,"Horror, Mystery, Thriller",A group of friends head to an estate in Valparai before one of them gets engaged.
Cannibal Cop,6.9,Suporntip Chuangrangsri,Jan-Michael Vincent,John Henry Richardson,Horror,O'Ryan loves Julia. Julia loves Istvan. Istvan loves Julia. Julia falls in love with O'Ryan. Julia falls out of love and ends up hating O'Ryan. O'Ryan hates Istvan. Istvan hates O'Ryan. O'Ryan hates his mother. His mother hates everyone!
The Unseeable,4.5,Brinke Stevens,Kevin Howarth,Matt Lucas,"Horror, Mystery, Romance",A group of people staying in England discover that there are brutal cannibals in their midst.
Haunting Fear,6.9,Luke Goss,Erin Taylor Graham,Jessica Taylor Haid,"Horror, Drama","In the sticks of Kentucky, a demented family of inbreds begin the process of cleaning up their blood line. Their twisted family is led by Billy Bob Hackford, who in his madness abducts ..."
Cold and Dark,1.9,Decker Sadowski,Gary Sweet,Nina Landis,"Crime, Horror, Thriller",»
Miss Beverly Hills Ghost,5.3,Jenny Neumann,Guglielmo Favilla,Terry Gilliam,"Comedy, Crime, Fantasy",Cass and Mark venture out into a secluded area of the country for a long weekend and begin to think someone might be stalking them.
Stage Fright,2.1,Federica Bertolani,Heather Forte,Rachel Plaster,"Horror, Thriller",A female therapist retells the story of how her life was changed forever.
I rec u,8.1,Deborah Dutch,Erik Rolfe,G.E. Barrymore,"Comedy, Fantasy, Horror","n the 16th Century, the lycanthrope Waldemar Daninsky goes from his native Europe to Japan, seeking a way to cure himself of being a werewolf. Only a Japanese sorcerer named Kian and a magic silver sword can save him."
Kill the Scream Queen,6.6,Marion Joyce,Sarah Lieving,Justin L. Jones,Horror,A masked lunatic kills off people in a haunted house.
Shadows of the Mind,5.6,Erin Evans,Marty Allen,Jake Amigo,"Horror, Thriller","Long time afterwards, after Joy has last seen the Bagua mirror, a man named Lester finds it having the same experiences like what Joy had. It's up to Joy to help Lester against the curse and the deadly consequences."
Monster,8.3,Michael Csurics,Jay Manalo,Lotlot De Leon,"Action, Horror, Sci-Fi","Detective Warbeck is a cop who plays by his own rules, including abusing his suspects and even innocent civilians. But when one of his victims is raised by a voodoo priestess, Warbeck is ..."
The Vanishing of Ethan Carter,5.2,Kris Aquino,Dingdong Dantes,Angelica Panganiban,"Adventure, Horror, Mystery",»
Feng Shui,7.5,Kris Aquino,Jeff Berg,Curtis K Case,"Drama, Horror, Thriller","When a pregnant country girl leaves home to search for her missing husband, she finds refuge at a mysterious estate whose inhabitants hold more secrets than she may wish to know."
Segunda mano,4.3,Luciana Faulhaber,Greg Grunberg,Kimberli Colbourne,"Horror, Mystery","A woman has nightmares of being buried alive which somehow awakens a long-repressed enity inside her while her greedy, cheating husband plots to murder her for her money."
Don't Look,6.9,John Armstrong,Julie De Lafrenière,Tiphaine DeReyer,Horror,"When Detective Mortimer Shade is somehow killed in a freezer, a parasite called a grail possesses his body, revives him, but he needs blood to stay alive. His partner John Dark accepts the ..."
Condemned: Criminal Origins,6.0,Audric Cussigh,Jeanne Marie Spicuzza,Katy Colloton,"Action, Crime, Horror",»
Montreal Dead End,5.0,Jeanne Marie Spicuzza,Wendy Anderson,Richard Fitzpatrick,Horror,
The Scarapist,7.8,Tom Sizemore,Adam J. Yeend,Sarah Scott,"Crime, Drama, Horror",
Bottom Feeder,5.4,Miles Chandler,Casey Turner,Anne Bobby,Horror,"A little girl named Cathy tries to keep her mother from making out with a man while driving one day, and she inadvertently causes her mother's death in the car crash. 16 years later, Cathy ..."
The Moonlight Man,5.0,Casey Fichtner,Philip Kreyche,Parthiban,"Short, Horror",A girl walking alone at night is stalked by a monster called The Moonlight Man.
Masss,6.1,Suriya,Nayanthara,Valeriya Dmitrieva,"Action, Comedy, Horror","After a life-threatening accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice."
Chernobyl: Zone of Exclusion,7.4,Anvar Khalilulaev,Sergey Romanovich,Mohammed Aamoun,"Drama, Horror, Sci-Fi",5 youths give chase after a man who has stolen 8 million rubles from them. The man reveals on his video blog his intention to travel to Chernobyl. With every kilometer the journey of the heroes becomes more dangerous and confusing.
Jeff the Killer: The Movie,6.0,Kosachev Nikita,Ilona Szabo,Jay Sosnicki,Horror,Jeff a normal boy becomes a dangerous serial killer killing people in the night.
Le nécrophile,5.1,Freddy Bournane,Kimberly West-Carroll,Amaris Davidson,"Short, Drama, Fantasy",
Dolly Deadly,6.9,Justin Moore,Danielle Burgess,Edwin Luke,"Comedy, Drama, Horror",
Killer Kate!,2.8,Alexandra Feld,Mantan Moreland,Barry Buchanan,Horror,"A young boy from the trailer park can't take another moment of ridicule from his family and peers. With support from his beloved dollies, he sets out for blood."
The Jade Mask,5.3,Sidney Toler,Miki McKenzie,Roberto Lombardi,"Horror, Mystery, Sci-Fi","Kate attends her estranged sister's bachelorette party at the request of their dying father. The weekend, held at a remote cabin booked on a home sharing app, turns into a savage ..."
The Loch Ness Horror,5.0,Sandy Kenyon,Damien Colletti,Chrissy Theuring,"Adventure, Horror",»
Maniac Cop,3.2,Kim Santiago,Cody Cheyenne Napier,Scott Anthony Leet,"Short, Horror",Charlie Chan looks into the apparent murder of a scientist in a spooky mansion.
Drawing Near,8.0,Rachel Stefursky,Louis Mandylor,Joe Bryant,"Drama, Horror, Thriller","An increasing number of people are dying mysterious deaths in the dark waters of Loch Ness, victims of the famous monster. But what other mysteries does the Loch hold? What about the ..."
The Prometheus Project,2.6,Tiffany Shepis,Fredi 'Kruga' Nwaka,Hallee Hirsh,"Horror, Sci-Fi",»
Devilish Deeds,4.8,Jamie Foreman,Mackenzie Rosman,Peter Sumner,"Drama, Horror, Thriller","A young woman walking home alone gets attacked by two vicious muggers in a New York City back alley. A lone cop arrives on the scene, but turns out to be anything but your average police officer."
Fading of the Cries,5.1,Brad Dourif,Jack Thompson,Glenn Scherer,"Action, Fantasy, Horror","A young woman is called home by her brother, when her estranged mother hospitalized. This sets in motion a demon that is out for her soul and uses her mother's failing health to his advantage."
The Evil Touch,4.1,Mildred Natwick,Richard Lange,Dana Jackson,"Horror, Thriller","A group of researchers conducting illegal stem cell research discover a cell anomaly that has the potential to regenerate dead tissue. Unable to conduct legal human trials, the researchers turn to corpses to test their serum."
Rana: The Legend of Shadow Lake,4.6,Paul Callaway,Luke Frost,Assaf Ben-Shimon,"Adventure, Comedy, Horror","A ruthless gangster haunted by the demonic spirit of his father is betrayed, and in his search for vengeance, sets into motion a chain of truly terrifying events which will affect the lives of many."
The Gremlin,3.8,Dennis Anderson,Kye Korabelnikov,Stephen Quadros,"Comedy, Horror","Evil is resurrected in a small town threatening to destroy mankind, and the only force that can stop it is a young man wielding a powerful sword."
Freak Out,7.1,Itay Zvolon,David Parry,Hazel Croney,"Comedy, Horror","Weekly anthology series consisting of stories involving ghosts, monsters, witchcraft, possession and other supernatural wonders. Every episode featured at least one famous American star, ..."
The Lost Platoon,7.2,William Knight,Sanjay Suri,Lulu Benton,"Action, Horror, War",»
A Flat,4.2,Jimmy Sheirgill,Bill Scott,Dominic Kinnaird,"Drama, Horror, Romance","When Kelly Morgan was 11 years old he had a terrifying encounter with Rana, a strange half man/half frog monster living in a lake. The creature killed his father and many other people ..."
Stiff,6.7,Jim Towns,Abe Buckoke,Pierre Blanc,Horror,»
The Good Samaritans,7.6,Sophia Eleni,Ryland Alexander,Briana Wyman,"Short, Horror",A group of sexy teens embark on one last outing together before going their separate ways. Little do they know that dwelling in the lush forest they have chosen to set up camp is a beast so...
Blood in the Water,2.9,John Hunerlach,Joel D. Wynkoop,Nithya Naresh,Horror,»
Lycanimator,5.7,Cayt Feinics,Meera Nair,Ryan Doom,Horror,"Matan, a soldier in the IDF, sets off for a week of patrolling in a remote base in the north of Israel with three soldiers whom he doesn't know. As the week progresses, the soldiers begin ..."
E: The Movie,7.5,Gautami,Sarah Christine Smith,Jim Dunk,"Horror, Thriller",»
The Open Door,4.8,Catherine Munden,Mark Caven,Joseph Kelly,Horror,An American reporter covering a civil war in Nicaragua discovers that four soldiers that he used to know during World War II are there and they are actual vampires fighting their own ...
Wilderness,4.5,Molly Bolt,Casey Hendershot,Johann Mardjono,"Drama, Horror, Thriller",»
Clown Motel,5.3,Angie Stevenson,Barry Prima,Debra Kurtz,"Short, Horror","A spate of unexpected events jolted Rahul as soon as he landed from U.S. Now, Rahul finds himself trapped in his own flat, completely cut off from the world. The only companion he has is a ghost, a ghost that will not let go of him."
Savage Terror,3.4,Enny Haryono,Makayla Gubbay,Joe Newton,"Adventure, Horror","Troy wants to die. Lorri has an irresistible need to sleep with a dead man. It's a perfect match, until Troy begins to fall in love with Lorri."
Ghost Goggles,2.2,Jessica Nagel,Kyle Brydges,Todd Michael Smith,"Adventure, Family, Horror","Romania, 1784. Young Elena finds herself stranded alone in a dark, secluded wood. When she is approached by two thieves, Elena's true guise comes to light."
Still Life,2.6,Trevor Matthews,Todd Michael Smith,Karan Nath,"Short, Horror, Sci-Fi","This gripping drama brings to life the true rogue-shark story that inspired Jaws. In 1916, the New Jersey shore became a feeding ground as five people were attacked in 12 days, triggering a..."
Splatter Farm,6.9,Mark Polonia,Dino Morea,Herbert Fux,Horror,»
Sssshhh...,4.0,Tanishaa Mukerji,Marianne Dupont,Lowell Byers,"Horror, Mystery","""Lycanimator"" is a gnarly new creature feature in the tradition of classic late 80's and early 90's splatter flicks."" The story follows a group of friends who go to an abandoned house for a..."
Der Teufel in Miss Jonas,4.6,Christa Free,Maggie Balistreri,Eric Roberts,"Horror, Mystery",»
Do You Like My Basement,5.3,Lian Allweiss,Maureen McCormick,Stafford Morgan,"Comedy, Horror, Thriller","Karthik makes a documentary on Alzheimer's disease. His subject, Malathi Menon, lives in a small town outside Harippad with her daughter Athira. Karthik and his team arrives at Malathi's place and start noticing her inexplicable behavior."
Snow White: A Deadly Summer,6.8,Shanley Caswell,Randolph Rebane,Julie Lemieux,Horror,"A pirate radio station is granting callers their hearts' desires. But as some teenagers find out, be careful what you wish for."
The Capture of Bigfoot,4.6,Janus Raudkivi,Stevie Vallance,Laura García Alonso,"Adventure, Horror, Sci-Fi","A disturbed young woman has trouble convincing her lover that she's a wolf, and her psychiatrist is sure he's discovered a new complex that will make his name. She moves to a retreat in ..."
